text;target_emotion
Saya ingat merasakan kram lain tetapi saya juga mengabaikannya;sedih
saya harap saya merasa tenang, cukup makan, tidur nyenyak, damai dengan diri saya sendiri di dunia luar ini;gembira
saya juga belajar bahwa dibutuhkan banyak usaha dan pemikiran positif agar saya tidak menangis karena merasa lelah dan bersalah karena tidak menjadi ibu yang lebih baik;sedih
saya merasa tidak enak karena kami bergaul dengan teman saya dan bayi barunya sehari sebelumnya;sedih
saya merasa sangat santai dan baik-baik saja;gembira
saya merasakan penderitaan dan saya benar-benar merasakan sakitnya;sedih
saya pergi tidur saya merasa seolah-olah saya memberikan waktu berharga untuk melakukan sesuatu yang lain dengan hidup saya;gembira
saya merasa seperti saya telah mengabaikan blog ibu saya tercinta;gembira
saya akan mengatakan kami melakukannya karena saya tidak merasakan sesuatu ketika dia menulis bagaimana dia tertarik pada xxx;gembira
saya hanya merasa takut seperti saya di tepi jurang menatap ke depan;takut
saya merasa ujian yang sangat lesu datang dan pergi dan sekarang saya memiliki lima bulan penuh di depan saya tanpa uni dan waktu luang;sedih
saya merasa marah karena pembela hak untuk hidup dapat dan benar-benar memberi tahu saya bagaimana hidup dan mati melalui melobi dan mendukung para politisi yang bersimpati dengan pandangan mereka;marah
saya merasa seolah-olah saya dilecehkan dalam beberapa cara;sedih
saya masih memperhatikan tetapi saya merasa terganggu;marah
saya mulai blok ketiga merasa panas dan dingin dan geli semua pada saat yang sama mengetahui bahwa saya masih memiliki lima jam ujian di depan saya tidak tahu apakah ada yang akan ada gunanya;cinta
Saya ragu untuk memberi saran karena saya merasa hasilnya tidak akan tulus;sedih
Saya merasa tidak terlalu menyukai mayoritas saat ini;cinta
saya bisa merasakan diri saya mendapatkan kendali atas aspek barang yang rusak dari keamanan pribadi saya;sedih
saya adalah bahwa saya membom wawancara pertama itu saya meninggalkan wawancara kedua dengan perasaan yang sangat menyenangkan;gembira
Saya pikir kami membutuhkan waktu selama ini untuk membuat inventaris yang baik dari saus minyak rempah-rempah dan bahan tidak tahan lama lainnya untuk merasa seperti kami memiliki kesempatan untuk membuat sesuatu yang lezat tanpa harus secara khusus keluar dan membeli setiap item dalam resep;gembira
sekarang saya merasa saya dapat menasihati ayah lain yang anak-anaknya akan segera menjadi remaja tidak keren untuk menarik ke sekolah menengah anak Anda untuk menjemput mereka di mobil yang bau dengan tanaman keluar dari jendela;gembira
saya merasa dikorbankan oleh hambatan di negara kita dengan kepala di pasir tradisionalis saya ragu untuk menyebut mereka konservatif karena takut menyinggung jujur ​​​​benar-benar konservatif yang masih berpikir dunia diciptakan bertahun-tahun yang lalu dan hal-hal seperti sisa-sisa kerangka adalah semacam tipuan ;sedih
saya akan merasa beruntung untuk menyebut salah satu materi dan kit di situs Anda sebagai milik saya, mereka hanya dikuratori dengan indah;gembira
saya telah untuk darah saya yang membuktikan alasan saya merasa sangat lesu dan sampah adalah karena saya kekurangan zat besi jadi saya sekarang telah diresepkan tablet zat besi;sedih
saya punya pikiran sendiri dan saya merasa pikiran saya berbahaya bagi hidup saya;marah
saya merasa seperti saya mencintai semua orang atau setidaknya saya berbelas kasih terhadap orang lain;cinta
Saya merasa seolah-olah saya harus dihukum karena mengabaikan Anda;sedih
saya merasa seperti itu tidak menangkap keindahan cat yang indah ini;cinta
saya merasa seperti saya harus menggigit peluru dan melakukannya tetapi setiap kali saya memikirkannya saya merasa stres karena saya tidak sepenuhnya mendukung keputusan saya;sedih
saya tahu saya memiliki beberapa tics verbal yang terdengar sangat tidak dewasa dan suara saya agak sengau dan saya tidak selalu tampil seperti alat paling tajam di gudang terutama ketika saya merasa canggung tetapi ada yang tahu dan ada yang tahu Anda tahu;sedih
id baru saja mengalami mimpi buruk yang mengerikan dan merasa sedikit terganggu;sedih
Saya tidak ingin lewat di sana kalau-kalau pelanggan merasa terganggu;sedih
saya ingin penderita lain dapat menemukan saya dengan harapan perjuangan saya dapat membantu mereka untuk merasa bahwa mereka tidak sendirian;sedih
saya merasa sangat enggan untuk pergi ke sekolah besok meskipun hari senin dan jadwalnya cukup bagus;takut
saya sangat meriah ini terasa sangat lezat wheeeeee malam yang luar biasa;gembira
Saya tidak berharap untuk dipukuli hingga merasa kecewa pada suami saya atau rasa sakit emosional;sedih
aku muak merasa jelek;sedih
saya merasa seperti saya hampir meyakinkan diri sendiri bahwa ini akan menjadi polanya;gembira
saya juga memakainya ketika saya mengenakan gaun yang membuat saya merasa slutty terasa seperti celana dalam antik itu tapi jelas sedikit lebih edgy atau mungkin sedikit lebih dari sedikit;cinta
Saya merasa bangga dengan kendali diri saya bahwa saya berhasil tinggal di tempat saya diperintahkan dan tidak meraih daging manusia yang menggoda begitu dekat di depan kita;sedih
saya merasa sangat tidak sabar sehingga mudah kesal begitu marah dengan pembangkangan terang-terangan yang tampaknya merupakan karakteristik olivias yang paling menonjol akhir-akhir ini;marah
saya benar-benar pusing ketika anak-anak pergi pagi ini setelah kelas resmi terakhir kami tahun ini tetapi sekarang saya merasa sedikit sedih;sedih
saya merasa mendukung dia saya juga tidak bisa tidak merasa cemburu;cinta
saya terutama suka teks karena saya merasa seperti saya jauh lebih pintar dengan kata-kata tertulis daripada lisan;sedih
saya benar-benar merasa saya tidak dihormati saya tidak memiliki privasi saya saya sedang diperintah;gembira
Saya mengatakan dalam kata-kata seorang pemuja bahwa saya merasa lega ketika saya mendengar gelar Anda sebagai din bandhu karena saya adalah orang yang paling jatuh tetapi saya menjadi takut dengan gelar Anda pengangkat para penyembah karena saya tidak menganggap diri saya sebagai penyembah sejati dan karenanya tidak layak untuk mengambil manfaat dari aspek kepribadian Anda;gembira
saya kepribadian yang bisa merasakan sakit dan penderitaan;sedih
saya kira saya akan merasa lebih seperti joseph dengan walt mempercayai saya untuk merawat ibu dan atas keuangan yang dia lakukan enam bulan sebelum dia meninggal ada saat-saat saya ingin membela diri tetapi tuhan membuat saya diam;sedih
saya sedang pemanasan mulai merasa sedikit lesu;sedih
saya merasa sangat baik tetapi kadang-kadang tidak ada yang bisa dilakukan terutama karena saya tidak terlalu tertarik pada video game lagi saya menonton sedikit anime dan beberapa film tetapi ada yang lebih dalam hidup saya;gembira
saya bertanya-tanya apakah ini yang tuan rasakan saya ingin dan ingin menyenangkan dan saya adalah tuan yang bisa sangat menikmati perhatian saya tetapi tidak karena itu salah karena saya dia tidak memiliki keinginan untuk membalas kasih sayang saya;gembira
saya merasa sedikit lebih positif sekarang karena segalanya cukup sulit pada awalnya karena tabungan saya habis dengan cepat dengan biaya dan saya tidak ingin menjadi beban bagi pacar saya tetapi kami keluar di ujung yang lain dan saya merasa lebih cerah dan lebih terinspirasi tentang hal-hal yang akan datang;gembira
saya hanya merasa agak sentimental sekarang dan hanya harus mengatakan saya merasa sangat beruntung menjadi ibu maxs;sedih
Saya membuat diri saya muncul dan merasa terisolasi di keramaian, saya tidak tahu saya salah tentang perasaan anti sosial;sedih
saya belajar bagaimana mematikan semua emosi saya lebih dan lebih dan saya sering menemukan diri saya merasa benar-benar kosong sementara ibu saya menangis terus menerus atas bunuh diri saya;sedih
saya merasa setia pada gaya;cinta
saya dapat memahami bahwa Anda mungkin merasa Anda lebih suka tidak melakukan bagian Anda untuk rentan dan tunawisma di london dengan cara yang tepat;takut
saya akhirnya bisa berhenti merasa lesu dan seperti membuang-buang ruang;sedih
Saya tahu saya merasa gelisah karena efek samping dari dosis yang terlalu tinggi;takut
saya merasakan perubahan dalam diri saya untuk menjadi lebih positif;gembira
saya merasa cukup berani;gembira
takut maling;takut
saya merasa pintar nov;gembira
saya selalu menghabiskan lebih banyak uang di sana daripada yang saya maksudkan dan merasa tidak puas ketika saya keluar dari toko;marah
saya merasa sangat marah;marah
saya merasa kerry tidak melakukannya dengan mendukung serikat sipil dan kesetaraan gay;cinta
saya merasa sangat malu;sedih
saya merasa memiliki orang-orang luar biasa ini dalam hidup saya;kaget
Saya akhirnya pergi dengan perasaan dihakimi dan diejek karena saya cerdas;gembira
saya mulai merasa sedikit terhina oleh orang asing ini;marah
saya memiliki banyak hari di mana saya merasa putus asa hari ini cahaya di ujung jalan bata kuning saya bersinar sedikit lebih terang;sedih
saya sebenarnya merasa sedih;sedih
saya melihat wanita memakai sepatu bot saya merasa iri bahwa saya ingin mengutuk mereka;marah
saya akan merasakan apa yang saya rasakan dan katakan kepada Anda dan bersama-sama kita akan meminta maaf dan berbaikan dan tetap saling mencintai sedikit demi sedikit;cinta
saya pergi ke dia dan saya katakan merasa sangat terkesan dengan diri sendiri youre naomi klein benar;kaget
saya mulai merasakan setiap indera saya tumpul sampai ketidaksadaran hitam yang dingin menghampiri saya;sedih
Saya menduga merasa kurang menyukai secara pribadi;cinta
saya merasa sangat terhormat bahwa wanita muda ini merasa cukup nyaman untuk bertanya kepada saya bahwa saya memiliki semacam elang palsu yang terjadi saat itu jadi saya pasti terlihat cukup bodoh baginya untuk merasa aman berbicara dengan saya;gembira
saya harus bertanya-tanya ketika Anda berperan sebagai manusia gua dan Anda diberitahu bahwa Anda sempurna untuk bagian itu apakah Anda merasa terhina atau dipuji;marah
saya merasa yakin ditambah begitu banyak label harga yang beragam sehingga saya merasa yakin setiap orang harus datang dengan dana agar plot mereka dapat dinyalakan secara relatif ekonomis;gembira
saya merasa kosong ketika bayi tidak ada;sedih
saya berhenti merasa sangat lelah a href http provokingbeauty;sedih
saya merasa font friendly;gembira
saya meletakkan tangan saya di manik-manik saya secara sadar bernafas dengan sadar bekerja untuk merasa tenang tentang daftar hal-hal yang harus saya capai sore itu;gembira
Saya selalu merasa terintimidasi oleh orang lain terutama ketika mereka selalu membandingkan saya dengan orang lain sejak saya masih muda;takut
saya dibuat merasa busuk;sedih
saya mulai merasa bermusuhan dan saya memeriksa wasir saya;marah
saya suka memakai sepatu baru saya hanya merasa sangat glamor dan ketika saya mendapatkan sepasang sepatu desainer saya suka kotak dan semua hiasan yang menyertainya;gembira
Saya tahu tentang sebagian besar berkaitan dengan fakta bahwa setiap perasaan romantis atau seksual telah berhasil saya sembunyikan dari diri saya sendiri;cinta
Saya suka perasaan sesuatu yang hangat memeluk Anda dan merasa begitu berharga dan kecil berharga untuk seseorang sesuatu;sedih
saya merasa jauh lebih lembut dari biasanya;gembira
saya menjadi lebih kecewa ketika saya mempelajari apa yang orang-orang kenakan dan mulai merasa bahwa meskipun beberapa pakaian itu indah, mereka dibeli dengan cara itu;gembira
saya tidak ingin mencukurnya dan menariknya atau apa pun saya hanya perlu tidak memiliki alis dan mungkin menyingkirkan beberapa rambut cadangan yang merayap ke kelopak mata saya jika saya merasa berani;gembira
saya merasa beruntung lebar gaya li perbatasan gaya daftar px di luar margin px px;gembira
saya ingat perasaan sekolah menengah dan kerinduan saat saya menonton pelari olimpiade yang saya rasakan st;cinta
saya bangun dengan perasaan percaya diri dan menonton dvd bodypump untuk mengumpulkan beberapa tips pelatihan dan isyarat wajib;gembira
Saya tidak mengatakan bahwa perasaan yang kuat selalu membuat saya skeptis pada awalnya;takut
saya ingin berbicara dengan Anda tentang tetapi dengan waktu terbatas yang kami miliki di telepon dan dengan pengaturan kami saat ini, saya merasa ragu untuk membicarakannya;takut
saya mulai merasa bahwa ada peluang bagus yang bisa saya lewati;gembira
saya merasa seperti saya memiliki sedikit lebih banyak kendali dan dapat membantu kacang manis lebih baik jika saya tahu apa yang ada di depan;sedih
saya merasa seperti berada di pihak penerima serangan kekerasan;marah
saya merasa bermanfaat untuk mendokumentasikannya untuk orang-orang yang tidak terbiasa dengan file batch;gembira
saya dan saya merasa sangat bersyukur atas begitu banyak berkat kecil dalam hidup kita sekarang;sedih
saya berharap peramal cuaca benar dengan ramalannya tentang tinggal di rumah jangan keluar hujan untuk besok saya merasa semua jenis kreatif;gembira
saya merasa seperti saya hanya di tepi dalam mikrokosmos ini satu lagi momen canggung atau pesta yang terlewat dan saya berada di luar;sedih
saya merasa agak lucu sebenarnya;kaget
saya tidak belajar apa-apa lagi dalam dua tahun terakhir ini adalah yang terbaik untuk merasakan jalan saya dengan mempercayai naluri saya;gembira
yang saya rasakan juga merupakan kecemasan yang bermekaran;gembira
saya merasa terbebani untuk membagikannya;sedih
saya selalu ingin nemo di sisi saya dan tidur tanpa dia sekarang terasa aneh meskipun itu tidak sering saya dapatkan;kaget
saya tidak merasakan pakaiannya tetapi tumitnya cantik;gembira
saya merasa bingung setelah itu;takut
saya merasa sesi ini bermanfaat dan memberi saya alat yang saya butuhkan untuk bergerak maju dalam hidup saya;gembira
saya merasa egois membesarkan kesepian kami untuk seorang anak ketika saya tahu orang tua di kota baru sedang berduka atas bayi mereka yang hilang;marah
ku hilangkan semua rasa kecewa semua rasa sakit kuberikan hatiku untuk disembuhkan oleh tuhan karena hanya dia satu-satunya cinta yang tak pernah berkhianat tak pernah kehilangan kesetiaan meski aku tak setia padanya;cinta
saya merasa iri dan malu;marah
saya bisa merasakan kebutuhan panik dalam dirinya kebutuhan untuk membuat saya;takut
saya merasa kewalahan dengan tanggung jawab menjadi guru bahwa seseorang mempercayai saya dengan hadiah mereka yang paling berharga dan itu adalah suatu kehormatan;kaget
saya merasa sangat tenang sekarang ini luar biasa;gembira
Saya merasa frustrasi ketika saya memiliki musik baru dan lirik baru yang jelas tidak ada hubungannya satu sama lain;marah
saya pikir kami akan berbicara dan mencoba dan bekerja pada hal-hal jadi saya terkejut mengetahui steve telah memutuskan dia ingin sendiri hal yang menghancurkan saya adalah perasaan tidak dicintai;sedih
